customer_id,full_name,gender,date_of_birth,city,state,occupation_type,annual_income,credit_score,existing_emi_monthly,bank_relationship_years,signup_date
606,Varsha Subramaniam,Male,1999-09-30,Chennai,Tamil Nadu,Salaried,1577000.0,753,0.0,7.1,2021-11-14
607,Bimala Mammen,Female,1991-05-17,Jaipur,Rajasthan,Salaried,221000.0,771,0.0,10.6,2021-08-01
608,Yauvani Barad,Male,1991-07-27,Kochi,Kerala,Business Owner,952000.0,822,8400.0,15.3,2024-03-16
609,Onkar Goda,Male,1991-02-09,Bhubaneswar,Odisha,Salaried,459000.0,583,2400.0,6.5,2021-06-17
610,Ladli Grover,Male,2002-07-10,Chennai,Tamil Nadu,Business Owner,402000.0,644,0.0,16.2,2017-09-17
611,Oni Nair,Male,1978-12-27,Surat,Gujarat,Salaried,637000.0,858,0.0,11.9,2018-12-22
612,Gaurang Nagarajan,Male,2003-03-27,Pune,Maharashtra,Self-Employed,561000.0,586,5100.0,4.1,2009-08-04
613,Bhavya Dalal,Female,1969-02-05,Nagpur,Maharashtra,Salaried,838000.0,642,0.0,5.1,2023-06-27
614,Vamakshi Walla,Male,2003-12-06,Kochi,Kerala,Salaried,460000.0,701,700.0,10.1,2018-02-07
615,Simon Reddy,Male,1988-02-21,Chandigarh,Chandigarh,Salaried,655000.0,688,5600.0,5.7,2011-01-19
616,Michael Srinivas,Male,1970-10-15,Surat,Gujarat,Self-Employed,260000.0,658,3900.0,3.5,2012-11-21
617,Dominic Kothari,Male,1964-12-06,Lucknow,Uttar Pradesh,Salaried,413000.0,864,0.0,14.2,2019-08-01
618,Riya Kadakia,Male,1986-05-01,Kolkata,West Bengal,Salaried,408000.0,721,5500.0,3.7,2014-09-24
619,Nirja Singhal,Male,1963-12-01,Guwahati,Assam,Business Owner,270000.0,532,0.0,8.2,2012-11-06
620,Urishilla Bhardwaj,Male,1994-01-25,Kolkata,West Bengal,Salaried,863000.0,647,0.0,12.7,2017-08-23
621,Lekha Sant,Male,1983-01-14,Guwahati,Assam,Salaried,1546000.0,646,0.0,13.7,2008-10-29
622,Finn Varkey,Female,1996-02-15,Chandigarh,Chandigarh,Salaried,531000.0,846,0.0,7.8,2013-03-02
623,Chatura Yohannan,Male,1999-08-02,Surat,Gujarat,Salaried,1206000.0,895,0.0,5.7,2015-10-24
624,Jagdish Naik,Female,1962-02-03,Chandigarh,Chandigarh,Salaried,842000.0,797,0.0,14.5,2019-09-03
625,Jeevika Dube,Female,1984-09-24,Bengaluru,Karnataka,Self-Employed,631000.0,773,2600.0,3.5,2023-02-13
626,Ranveer Vaidya,Male,1967-05-11,Hyderabad,Telangana,Retired,214000.0,699,0.0,7.9,2026-04-23
627,Frederick Grewal,Female,1998-07-10,Pune,Maharashtra,Retired,277000.0,656,3900.0,3.1,2018-12-23
628,Aarna Borra,Female,1981-03-22,Bhubaneswar,Odisha,Self-Employed,785000.0,708,0.0,1.7,2010-12-20
629,Harini Kala,Female,1991-11-27,Mumbai,Maharashtra,Salaried,951000.0,591,0.0,9.6,2018-02-10
630,Yasti Bal,Female,1967-02-18,Delhi,Delhi,Business Owner,637000.0,631,0.0,9.6,2016-11-16
631,Upadhriti Lanka,Male,1981-12-01,Pune,Maharashtra,Salaried,211000.0,692,1000.0,10.7,2013-12-13
632,Qabil Goel,Male,2002-06-25,Jaipur,Rajasthan,Retired,543000.0,759,0.0,2.3,2010-02-27
633,Gavin Thakur,Female,1988-12-13,Nagpur,Maharashtra,Salaried,308000.0,876,0.0,5.1,2024-10-06
634,Shivani Bahri,Male,1967-05-24,Raipur,Chhattisgarh,Self-Employed,920000.0,755,0.0,5.3,2024-08-11
635,Ekiya Peri,Female,1979-12-14,Mumbai,Maharashtra,Salaried,442000.0,608,1800.0,6.3,2015-08-22
636,Jagdish Kakar,Female,1994-09-26,Surat,Gujarat,Salaried,798000.0,879,0.0,0.9,2010-02-15
637,Harshil Nori,Female,1980-06-10,Patna,Bihar,Business Owner,2148000.0,653,11000.0,15.5,2022-12-28
638,Girik Ghose,Female,1977-11-23,Kochi,Kerala,Self-Employed,481000.0,531,4200.0,8.3,2010-06-24
639,Ekbal Bains,Female,1998-05-24,Kolkata,West Bengal,Business Owner,658000.0,655,0.0,2.1,2016-05-02
640,Lipika Chaudry,Female,1970-08-07,Pune,Maharashtra,Salaried,239000.0,748,0.0,15.7,2010-03-16
641,Vihaan Naidu,Male,1989-04-29,Bhopal,Madhya Pradesh,Business Owner,502000.0,588,0.0,12.9,2022-07-06
642,Udyati Dewan,Male,1991-09-05,Bhopal,Madhya Pradesh,Salaried,180000.0,697,0.0,3.9,2009-07-31
643,Atharv Rama,Male,1993-08-10,Chandigarh,Chandigarh,Business Owner,2522000.0,857,15400.0,16.6,2016-08-07
644,Gautam Srinivasan,Male,1991-03-23,Kolkata,West Bengal,Self-Employed,308000.0,744,0.0,7.4,2015-12-20
645,Mitesh Dani,Male,2002-12-25,Delhi,Delhi,Business Owner,901000.0,772,9700.0,8.3,2013-01-02
646,Ekalinga Roy,Male,1979-01-09,Surat,Gujarat,Retired,285000.0,680,0.0,3.4,2023-12-01
647,Nilima Rege,Male,1994-05-22,Lucknow,Uttar Pradesh,Business Owner,395000.0,621,2000.0,3.4,2015-08-19
648,Matthew Murty,Female,2000-04-01,Hyderabad,Telangana,Self-Employed,552000.0,786,0.0,12.4,2014-04-19
649,Vyanjana Dash,Female,1961-05-15,Pune,Maharashtra,Salaried,341000.0,841,0.0,17.4,2026-04-14
650,Libni Sarraf,Female,2003-04-08,Surat,Gujarat,Self-Employed,376000.0,697,0.0,11.0,2015-03-26
651,Oni Comar,Female,1964-08-10,Kolkata,West Bengal,Salaried,349000.0,469,0.0,13.0,2020-12-04
652,Zayan Saraf,Male,1983-02-02,Kolkata,West Bengal,Self-Employed,752000.0,770,0.0,6.6,2008-12-30
653,Forum Korpal,Male,1979-05-29,Ahmedabad,Gujarat,Salaried,431000.0,706,4400.0,11.4,2021-07-26
654,Dayamai Andra,Female,1997-05-15,Delhi,Delhi,Self-Employed,180000.0,649,0.0,15.3,2019-03-31
655,Chanchal Arora,Male,1968-07-07,Patna,Bihar,Salaried,699000.0,580,5500.0,1.6,2013-07-01
656,Yutika Krishnan,Male,2003-02-22,Bhubaneswar,Odisha,Retired,180000.0,744,0.0,12.9,2019-12-23
657,Chakrika Kar,Male,1990-01-07,Patna,Bihar,Business Owner,711000.0,546,8200.0,4.7,2018-08-02
658,Yahvi Ramesh,Female,1993-05-07,Mumbai,Maharashtra,Salaried,351000.0,623,0.0,13.1,2023-07-17
659,Faqid Kapoor,Male,1986-03-01,Patna,Bihar,Self-Employed,499000.0,809,300.0,7.3,2009-10-01
660,Kai Sastry,Male,1980-06-03,Raipur,Chhattisgarh,Salaried,503000.0,740,0.0,13.0,2009-12-10
661,Chasmum Sant,Female,1993-03-25,Surat,Gujarat,Self-Employed,671000.0,716,0.0,9.4,2021-06-29
662,Prisha Ramakrishnan,Male,1963-03-15,Nagpur,Maharashtra,Business Owner,564000.0,621,4000.0,2.7,2014-06-15
663,Omisha Dhar,Male,1987-04-20,Nagpur,Maharashtra,Salaried,302000.0,422,0.0,12.4,2022-12-02
664,Kabir Mandal,Male,1999-12-04,Lucknow,Uttar Pradesh,Salaried,595000.0,785,0.0,15.8,2021-06-23
665,Reyansh Bakshi,Female,1987-01-07,Bhubaneswar,Odisha,Salaried,310000.0,758,8200.0,8.6,2023-09-08
666,Aarnav Dalal,Female,1985-12-25,Chandigarh,Chandigarh,Salaried,494000.0,630,0.0,17.0,2014-08-22
667,Jagrati Suresh,Female,1966-08-18,Hyderabad,Telangana,Salaried,450000.0,830,0.0,7.2,2013-03-18
668,Neel Parekh,Male,1988-03-11,Chandigarh,Chandigarh,Salaried,366000.0,624,0.0,17.9,2009-08-04
669,Ekta Borde,Female,1988-12-16,Raipur,Chhattisgarh,Salaried,393000.0,609,0.0,3.0,2024-07-22
670,Elijah Koshy,Male,1975-05-29,Chennai,Tamil Nadu,Business Owner,795000.0,854,0.0,11.5,2010-02-01
671,Lakshmi Aggarwal,Male,1985-01-01,Chandigarh,Chandigarh,Salaried,565000.0,676,2900.0,13.8,2021-05-21
672,Yashawini Oak,Female,1997-01-07,Chennai,Tamil Nadu,Salaried,242000.0,783,0.0,2.0,2019-01-17
673,Leela Thakkar,Female,1972-11-26,Pune,Maharashtra,Self-Employed,422000.0,682,0.0,7.2,2014-03-07
674,Ijaya Nagarajan,Female,1961-12-10,Hyderabad,Telangana,Salaried,2057000.0,728,0.0,16.1,2026-06-14
675,Sai Mani,Female,2003-06-28,Bhopal,Madhya Pradesh,Business Owner,431000.0,659,6300.0,11.5,2017-04-10
676,Yauvani Atwal,Male,1990-10-11,Guwahati,Assam,Salaried,515000.0,563,6200.0,9.3,2016-09-05
677,Gaurangi Chaudhari,Male,2002-10-02,Lucknow,Uttar Pradesh,Salaried,362000.0,877,0.0,5.6,2009-02-09
678,Bhavya Nadig,Female,1982-05-21,Bhopal,Madhya Pradesh,Self-Employed,846000.0,657,9500.0,17.9,2023-09-19
679,Timothy Kar,Male,1983-08-09,Surat,Gujarat,Salaried,504000.0,781,4800.0,17.1,2024-08-12
680,Vansha Mital,Male,1989-06-25,Mumbai,Maharashtra,Business Owner,403000.0,638,5800.0,17.7,2012-09-05
681,Ekansh Sharaf,Male,1999-12-07,Delhi,Delhi,Salaried,421000.0,661,0.0,6.9,2008-12-15
682,Kamala Dara,Female,1980-08-14,Chandigarh,Chandigarh,Self-Employed,249000.0,740,7800.0,14.0,2011-12-22
683,Ijaya Swaminathan,Female,1979-04-11,Chandigarh,Chandigarh,Self-Employed,233000.0,702,0.0,0.8,2019-06-16
684,Manan Batra,Male,1985-01-20,Pune,Maharashtra,Self-Employed,1032000.0,692,0.0,4.9,2026-01-18
685,Yamini Mammen,Female,1986-03-06,Hyderabad,Telangana,Self-Employed,580000.0,599,0.0,5.8,2025-01-07
686,Ranveer Nigam,Female,1976-11-07,Bhopal,Madhya Pradesh,Self-Employed,572000.0,682,6800.0,2.9,2023-10-13
687,Raksha Bose,Female,1979-05-02,Jaipur,Rajasthan,Business Owner,1675000.0,900,0.0,5.4,2011-11-18
688,Ekaraj Soman,Male,1999-01-24,Surat,Gujarat,Business Owner,1094000.0,730,7900.0,5.1,2022-09-19
689,Rajeshri Bora,Male,1977-09-20,Hyderabad,Telangana,Salaried,417000.0,732,1900.0,3.3,2024-04-02
690,Upadhriti Puri,Male,1963-03-22,Hyderabad,Telangana,Salaried,527000.0,825,0.0,4.6,2021-02-14
691,Eta Lala,Female,1962-03-10,Lucknow,Uttar Pradesh,Salaried,311000.0,808,0.0,12.2,2023-09-23
692,Arya Chanda,Male,1996-03-25,Lucknow,Uttar Pradesh,Salaried,884000.0,688,0.0,13.2,2017-07-29
693,Onkar Ray,Female,1966-12-03,Kochi,Kerala,Business Owner,180000.0,642,0.0,5.1,2024-06-12
694,Alka Reddy,Female,2003-10-09,Chennai,Tamil Nadu,Salaried,876000.0,697,0.0,6.8,2023-05-31
695,Gaurav Karan,Male,1998-05-30,Pune,Maharashtra,Self-Employed,243000.0,652,0.0,13.8,2024-09-29
696,Ishanvi Seth,Male,1998-08-12,Bengaluru,Karnataka,Salaried,714000.0,751,0.0,6.8,2015-07-03
697,Vrinda Nath,Male,1965-02-24,Kolkata,West Bengal,Salaried,439000.0,665,0.0,14.8,2016-08-11
698,Aayush Chandra,Male,1973-12-31,Mumbai,Maharashtra,Salaried,410000.0,612,0.0,15.1,2012-06-17
699,Caleb Chopra,Female,1985-12-05,Surat,Gujarat,Self-Employed,1166000.0,669,0.0,14.4,2020-10-24
700,Chanchal Majumdar,Female,1994-12-03,Chandigarh,Chandigarh,Salaried,846000.0,844,0.0,2.3,2023-10-24
701,Libni Setty,Female,1961-09-19,Surat,Gujarat,Business Owner,1467000.0,658,0.0,3.7,2012-06-24
702,Onkar Kale,Female,1985-06-06,Guwahati,Assam,Salaried,586000.0,697,0.0,15.9,2021-01-20
703,Pushti Sheth,Male,2000-08-02,Bengaluru,Karnataka,Self-Employed,257000.0,730,0.0,16.0,2015-11-05
704,Nisha Dugar,Male,1994-03-21,Lucknow,Uttar Pradesh,Salaried,288000.0,812,500.0,12.8,2024-07-24
705,Jonathan Radhakrishnan,Male,1972-02-10,Raipur,Chhattisgarh,Self-Employed,499000.0,726,0.0,17.2,2021-07-11
706,Owen Biswas,Female,1975-03-19,Bhopal,Madhya Pradesh,Business Owner,609000.0,755,0.0,2.2,2013-02-09
707,Triveni Badami,Female,1983-01-05,Kochi,Kerala,Self-Employed,333000.0,782,0.0,11.7,2025-05-27
708,Mitali Ahuja,Female,1996-09-16,Nagpur,Maharashtra,Salaried,267000.0,712,0.0,0.7,2015-04-21
709,Nandini Verma,Female,1970-03-17,Bhopal,Madhya Pradesh,Retired,644000.0,604,0.0,15.7,2008-08-14
710,Warinder Bhavsar,Male,1984-05-30,Surat,Gujarat,Salaried,360000.0,748,2900.0,5.4,2008-09-10
711,Qabil Karnik,Male,1987-04-11,Nagpur,Maharashtra,Salaried,573000.0,746,0.0,4.6,2019-08-20
712,Hema Raju,Female,1985-12-03,Raipur,Chhattisgarh,Salaried,651000.0,805,0.0,8.3,2021-05-24
713,Udant Sawhney,Male,1974-08-28,Surat,Gujarat,Salaried,588000.0,677,0.0,7.6,2011-09-04
714,Idika Agate,Male,1998-06-29,Nagpur,Maharashtra,Salaried,662000.0,880,4000.0,11.1,2019-03-23
715,Abeer Sem,Male,1998-10-29,Patna,Bihar,Self-Employed,247000.0,805,0.0,12.0,2023-06-25
716,Laksh Chauhan,Male,1990-12-03,Bhubaneswar,Odisha,Salaried,463000.0,493,5600.0,4.4,2020-06-08
717,Netra Sule,Female,1974-06-21,Nagpur,Maharashtra,Salaried,384000.0,691,0.0,13.0,2025-06-04
718,Darika Sangha,Female,1982-07-06,Ahmedabad,Gujarat,Salaried,568000.0,718,5900.0,4.4,2021-10-07
719,Bachittar Soni,Male,1966-12-22,Patna,Bihar,Salaried,402000.0,748,0.0,2.4,2020-01-11
720,Jeremiah Parsa,Female,1968-03-20,Surat,Gujarat,Business Owner,608000.0,770,5900.0,13.1,2025-06-21
721,Chaaya Char,Female,1966-09-12,Hyderabad,Telangana,Salaried,321000.0,803,500.0,7.4,2016-02-17
722,Dalaja Setty,Male,1982-01-10,Hyderabad,Telangana,Salaried,703000.0,734,0.0,7.8,2021-09-09
723,Dakshesh Biswas,Female,1985-11-20,Raipur,Chhattisgarh,Business Owner,2641000.0,678,16600.0,8.5,2025-01-12
724,Idika Dasgupta,Male,1974-05-22,Bhopal,Madhya Pradesh,Self-Employed,437000.0,671,5300.0,9.8,2014-08-23
725,Om Varma,Male,1964-09-11,Pune,Maharashtra,Salaried,236000.0,599,0.0,9.4,2019-07-01
726,Janani Tiwari,Male,1968-08-15,Chennai,Tamil Nadu,Business Owner,345000.0,790,0.0,14.8,2022-08-29
727,Chameli Batta,Male,1979-06-06,Bhubaneswar,Odisha,Salaried,1056000.0,690,0.0,17.6,2021-09-09
728,Krisha Bhatia,Female,2001-10-25,Kochi,Kerala,Business Owner,648000.0,706,7800.0,17.5,2020-08-13
729,Kabir Chaudhari,Female,1971-06-10,Bengaluru,Karnataka,Salaried,322000.0,722,5100.0,16.0,2009-12-09
730,Shivani Mody,Female,1991-12-25,Nagpur,Maharashtra,Salaried,613000.0,718,0.0,16.9,2022-11-12
731,Tanveer Kara,Female,2000-11-25,Hyderabad,Telangana,Self-Employed,807000.0,443,7400.0,12.5,2016-12-07
732,Aarnav Goyal,Female,1984-02-21,Bengaluru,Karnataka,Business Owner,461000.0,526,0.0,17.3,2011-11-20
733,Lekha Tara,Female,2001-11-18,Bhubaneswar,Odisha,Salaried,615000.0,830,0.0,10.3,2020-03-12
734,Dalbir Nadig,Female,1970-10-06,Pune,Maharashtra,Self-Employed,407000.0,790,0.0,9.8,2015-03-05
735,Ekanta Rajagopalan,Male,1988-08-09,Pune,Maharashtra,Business Owner,2255000.0,824,0.0,0.9,2023-02-17
736,Gopal Luthra,Female,1969-09-03,Chandigarh,Chandigarh,Salaried,1023000.0,770,7000.0,3.3,2015-02-08
737,Unnati Hari,Male,1978-01-20,Kolkata,West Bengal,Salaried,238000.0,676,0.0,14.2,2025-10-03
738,Rachit Pradhan,Female,1966-02-05,Nagpur,Maharashtra,Salaried,1299000.0,683,9000.0,2.3,2021-08-25
739,Anthony Rana,Female,1962-10-23,Nagpur,Maharashtra,Business Owner,1073000.0,704,0.0,10.3,2013-11-09
740,Irya Desai,Male,1999-01-08,Patna,Bihar,Salaried,1048000.0,640,0.0,7.2,2014-09-07
741,Charita Ahuja,Male,1986-12-03,Bhubaneswar,Odisha,Salaried,534000.0,629,0.0,13.5,2020-02-26
742,Champak Ravi,Female,1983-09-09,Ahmedabad,Gujarat,Salaried,270000.0,641,0.0,12.8,2024-07-16
743,Gaurika Contractor,Female,1986-12-22,Raipur,Chhattisgarh,Self-Employed,433000.0,659,0.0,14.1,2022-04-23
744,Benjamin Dar,Female,1984-10-22,Patna,Bihar,Retired,225000.0,566,0.0,1.8,2018-06-03
745,Ayush Sem,Male,1961-07-26,Bhopal,Madhya Pradesh,Retired,287000.0,557,4200.0,5.4,2026-06-11
746,Falguni Gandhi,Male,2000-03-01,Chennai,Tamil Nadu,Salaried,507000.0,561,0.0,6.3,2020-09-03
747,Garima Thakur,Female,1974-01-12,Bengaluru,Karnataka,Self-Employed,367000.0,628,3400.0,10.9,2025-02-06
748,Sudiksha Pai,Male,1975-05-22,Patna,Bihar,Business Owner,1864000.0,521,0.0,6.8,2023-10-05
749,Raksha Bhat,Female,1980-07-20,Bhubaneswar,Odisha,Business Owner,791000.0,684,0.0,9.6,2012-02-02
750,Thomas Sampath,Male,1965-04-13,Chennai,Tamil Nadu,Business Owner,1167000.0,720,0.0,2.1,2018-12-27
751,Champak Shanker,Male,1984-12-18,Hyderabad,Telangana,Salaried,349000.0,669,0.0,5.6,2009-08-05
752,Jasmit Khurana,Male,1998-10-28,Bhopal,Madhya Pradesh,Retired,216000.0,802,0.0,13.7,2025-08-11
753,Brijesh Khatri,Male,1967-07-02,Jaipur,Rajasthan,Self-Employed,448000.0,880,0.0,16.3,2017-09-01
754,Riya Chakrabarti,Female,1996-12-22,Kochi,Kerala,Self-Employed,427000.0,632,0.0,6.1,2026-03-01
755,Tanish Natarajan,Male,1988-07-06,Jaipur,Rajasthan,Business Owner,253000.0,528,0.0,5.4,2017-12-19
756,Warinder Wason,Male,1992-07-06,Guwahati,Assam,Business Owner,879000.0,748,0.0,9.0,2021-02-24
757,Yasti Tella,Male,1997-06-21,Hyderabad,Telangana,Salaried,240000.0,785,200.0,2.2,2021-06-24
758,Veer Muni,Female,1997-10-10,Nagpur,Maharashtra,Retired,314000.0,853,0.0,4.2,2019-12-03
759,Meghana Ranganathan,Male,1985-12-23,Hyderabad,Telangana,Self-Employed,758000.0,674,0.0,2.3,2025-02-25
760,Lopa Kanda,Female,1965-10-27,Pune,Maharashtra,Salaried,327000.0,495,0.0,13.6,2022-10-12
761,Forum Dara,Male,1991-06-08,Ahmedabad,Gujarat,Salaried,354000.0,679,0.0,1.8,2022-09-09
762,Harita Nagar,Male,1984-09-13,Kolkata,West Bengal,Salaried,314000.0,687,0.0,4.5,2022-01-01
763,Dalaja Sibal,Male,1966-02-21,Mumbai,Maharashtra,Salaried,506000.0,678,0.0,6.0,2008-10-25
764,Tristan Warrior,Female,2001-07-20,Jaipur,Rajasthan,Salaried,365000.0,716,0.0,11.3,2023-09-25
765,Panini Seth,Female,2000-11-24,Raipur,Chhattisgarh,Business Owner,994000.0,596,10900.0,6.8,2019-07-18
766,Rushil Dave,Male,1963-08-01,Patna,Bihar,Salaried,468000.0,701,0.0,2.0,2023-06-26
767,Laksh Parsa,Female,1988-05-31,Ahmedabad,Gujarat,Business Owner,1198000.0,722,10800.0,1.0,2024-09-05
768,Osha Butala,Male,2003-04-07,Kochi,Kerala,Salaried,556000.0,641,4800.0,14.5,2017-11-14
769,Indali Ganesan,Female,1982-08-05,Bengaluru,Karnataka,Salaried,292000.0,710,1800.0,17.4,2013-02-19
770,Gautami Upadhyay,Male,1992-12-17,Guwahati,Assam,Business Owner,631000.0,687,0.0,15.8,2017-04-07
771,Aditya Bora,Female,1996-10-01,Chandigarh,Chandigarh,Salaried,210000.0,647,1700.0,9.9,2010-09-29
772,Shivansh Jayaraman,Female,1967-06-04,Patna,Bihar,Retired,316000.0,602,5900.0,13.2,2016-07-29
773,Champak Chaudhari,Male,1981-12-08,Bhopal,Madhya Pradesh,Salaried,331000.0,792,3500.0,11.3,2023-12-02
774,Peter Dave,Female,1971-07-24,Jaipur,Rajasthan,Salaried,366000.0,868,0.0,15.4,2023-01-13
775,Indali Jani,Male,2003-07-01,Nagpur,Maharashtra,Business Owner,1388000.0,795,0.0,5.6,2009-08-22
776,Bina Sathe,Female,1962-04-12,Jaipur,Rajasthan,Salaried,362000.0,832,1700.0,17.2,2026-01-01
777,Mitali Devi,Female,1969-10-25,Kochi,Kerala,Salaried,557000.0,724,3300.0,16.3,2018-12-30
778,Sanya Loke,Female,2001-10-25,Ahmedabad,Gujarat,Salaried,704000.0,775,0.0,12.6,2018-05-04
779,Damini Brar,Male,1966-12-26,Raipur,Chhattisgarh,Salaried,879000.0,542,9000.0,8.0,2025-12-18
780,Isaac Tak,Female,1987-08-12,Kochi,Kerala,Salaried,812000.0,596,0.0,11.7,2025-06-04
781,Anya Johal,Female,2003-07-20,Guwahati,Assam,Salaried,406000.0,594,2100.0,15.9,2017-03-05
782,Saksham Chand,Male,1992-02-20,Guwahati,Assam,Salaried,426000.0,774,0.0,2.4,2023-04-08
783,Ethan Balan,Female,1994-08-25,Lucknow,Uttar Pradesh,Self-Employed,971000.0,832,0.0,3.0,2016-12-12
784,Ridhi Menon,Female,1971-09-07,Kolkata,West Bengal,Salaried,380000.0,680,0.0,13.2,2014-08-14
785,Devansh Sunder,Female,1983-12-08,Bhopal,Madhya Pradesh,Business Owner,224000.0,623,0.0,10.6,2016-07-15
786,Lila Krishna,Male,1975-06-30,Hyderabad,Telangana,Business Owner,1433000.0,853,0.0,10.0,2011-09-25
787,Sathvik Nair,Male,1977-01-02,Surat,Gujarat,Retired,181000.0,643,0.0,7.4,2011-05-21
788,Brinda Sinha,Male,2001-10-25,Raipur,Chhattisgarh,Business Owner,716000.0,726,0.0,8.6,2010-09-29
789,Leela Sharma,Male,1986-04-04,Mumbai,Maharashtra,Salaried,340000.0,740,800.0,4.7,2018-12-22
790,Naksh Shukla,Male,2004-04-21,Chennai,Tamil Nadu,Retired,295000.0,751,0.0,3.3,2016-12-07
791,Kavya Halder,Female,1995-01-03,Raipur,Chhattisgarh,Self-Employed,444000.0,658,0.0,13.4,2008-11-28
792,Yatin Desai,Female,2002-07-20,Guwahati,Assam,Salaried,465000.0,691,2000.0,4.6,2016-03-25
793,Vedant Ramanathan,Male,1984-03-22,Kochi,Kerala,Salaried,435000.0,851,4600.0,16.4,2011-10-26
794,Thomas Reddy,Female,1986-08-08,Surat,Gujarat,Salaried,428000.0,766,0.0,1.2,2008-12-08
795,Nakul Koshy,Male,2003-03-23,Jaipur,Rajasthan,Self-Employed,362000.0,811,0.0,15.0,2020-11-30
796,Yashodhara Golla,Male,1985-10-31,Kolkata,West Bengal,Business Owner,945000.0,689,0.0,7.1,2018-12-07
797,Quincy Bassi,Female,1975-07-14,Raipur,Chhattisgarh,Salaried,598000.0,550,0.0,9.5,2024-12-22
798,Arunima Dutt,Male,1992-10-09,Kochi,Kerala,Salaried,294000.0,586,0.0,15.7,2022-05-16
799,Advik Peri,Male,1967-08-13,Surat,Gujarat,Salaried,521000.0,864,0.0,15.9,2023-06-26
800,Ucchal Prakash,Female,1969-01-21,Kochi,Kerala,Salaried,1335000.0,760,10400.0,4.2,2023-02-12
801,Kala Kala,Female,1982-06-12,Guwahati,Assam,Salaried,217000.0,648,0.0,12.1,2014-05-21
802,Harita Rama,Male,1993-06-15,Bhubaneswar,Odisha,Salaried,343000.0,641,0.0,8.9,2020-03-04
803,Vrishti Seshadri,Male,1976-03-21,Chennai,Tamil Nadu,Salaried,453000.0,655,0.0,4.8,2021-12-07
804,Bakhshi Bhardwaj,Female,1978-03-09,Raipur,Chhattisgarh,Salaried,201000.0,771,0.0,1.2,2021-10-20
805,Manthan Tripathi,Female,1973-01-16,Chandigarh,Chandigarh,Self-Employed,511000.0,897,600.0,9.5,2009-01-17
806,Tarak Ranganathan,Female,1962-09-13,Raipur,Chhattisgarh,Salaried,180000.0,672,0.0,13.2,2017-10-16
807,Ladli Bhatti,Female,1974-07-11,Lucknow,Uttar Pradesh,Business Owner,1576000.0,886,6800.0,8.7,2026-01-10
808,Daksha Devi,Female,1968-11-18,Kochi,Kerala,Salaried,611000.0,655,0.0,14.4,2022-12-10
809,Thomas Dhillon,Male,1964-07-05,Chennai,Tamil Nadu,Business Owner,677000.0,900,0.0,3.4,2013-09-12
810,Kamala Sarkar,Male,1973-03-06,Ahmedabad,Gujarat,Self-Employed,180000.0,724,0.0,7.1,2012-12-20
811,Jagvi Rajagopal,Female,1978-01-12,Delhi,Delhi,Salaried,603000.0,803,4300.0,9.3,2020-07-31
812,Baljiwan Gupta,Male,1982-08-12,Bengaluru,Karnataka,Salaried,562000.0,662,0.0,16.3,2023-08-03
813,Rohan Srivastava,Male,1966-04-01,Nagpur,Maharashtra,Self-Employed,520000.0,667,0.0,8.9,2022-08-03
814,Wakeeta Swamy,Female,1991-11-09,Nagpur,Maharashtra,Salaried,647000.0,664,0.0,14.1,2014-11-01
815,Atharv Bera,Female,1974-12-17,Bhopal,Madhya Pradesh,Self-Employed,555000.0,697,0.0,12.7,2019-02-23
816,Madhavi Jayaraman,Male,1971-05-13,Surat,Gujarat,Salaried,812000.0,695,0.0,10.8,2010-11-12
817,Quincy Randhawa,Male,1971-09-20,Raipur,Chhattisgarh,Self-Employed,180000.0,819,0.0,8.8,2009-10-26
818,Reyansh Anand,Female,1992-05-03,Lucknow,Uttar Pradesh,Salaried,364000.0,643,6500.0,7.7,2022-09-07
819,Avi Hayre,Male,1987-05-23,Delhi,Delhi,Salaried,187000.0,900,0.0,0.6,2014-03-03
820,Lakshit Gokhale,Male,1994-03-24,Bhubaneswar,Odisha,Self-Employed,834000.0,721,0.0,8.0,2021-09-22
821,Balveer Narang,Male,1997-09-10,Kolkata,West Bengal,Self-Employed,428000.0,727,0.0,6.9,2012-05-11
822,Yasti Kothari,Male,1986-05-26,Mumbai,Maharashtra,Salaried,618000.0,761,0.0,14.2,2008-09-17
823,Chandran Oommen,Male,1984-12-20,Guwahati,Assam,Salaried,628000.0,708,0.0,17.8,2016-08-03
824,Nitara Date,Female,1980-09-14,Mumbai,Maharashtra,Self-Employed,393000.0,685,0.0,12.0,2021-04-01
825,Ekantika Rajagopal,Female,1970-06-18,Ahmedabad,Gujarat,Self-Employed,394000.0,807,0.0,2.3,2018-01-25
826,Gayathri Johal,Female,1987-04-20,Bhubaneswar,Odisha,Salaried,639000.0,420,0.0,12.5,2023-02-14
827,Laksh Sani,Male,1981-07-20,Mumbai,Maharashtra,Salaried,657000.0,718,0.0,2.1,2011-05-06
828,Zayan Bal,Male,1987-07-18,Pune,Maharashtra,Salaried,485000.0,663,6600.0,7.0,2020-07-21
829,Tejas Parmar,Male,1979-03-25,Mumbai,Maharashtra,Self-Employed,781000.0,626,0.0,12.0,2019-06-19
830,Samuel Gokhale,Female,1998-05-24,Chandigarh,Chandigarh,Salaried,587000.0,607,0.0,11.7,2024-03-31
831,Daniel Thakur,Female,1972-03-29,Hyderabad,Telangana,Salaried,263000.0,640,0.0,9.6,2020-08-14
